restaurant_name,city,locality,cuisines,cost,currency,price_range,rating,votes,cost_bucket,primary_cuisine
Shree Bikaner Misthan Bhandar,faridabad,Sector 21,"street food, south indian, mithai",350,Indian Rupees(Rs.),1,2.8,13,Medium,street food
"The Hub - Gourmet, Bakers & More",faridabad,Sector 21,"bakery, fast food",200,Indian Rupees(Rs.),1,3.0,7,Low,bakery
Anand Dhaba,faridabad,Sector 21,north indian,200,Indian Rupees(Rs.),1,0.0,1,Low,north indian
Bikaneri Sweets & Restaurant,faridabad,Sector 21,"mithai, north indian",250,Indian Rupees(Rs.),1,0.0,0,Low,mithai
Delicieux Ice Cream Rolls,faridabad,Sector 21,"ice cream, desserts, beverages",400,Indian Rupees(Rs.),1,0.0,1,Medium,ice cream
Flying Tandoor,faridabad,Sector 21,"north indian, fast food",300,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Food Station,faridabad,Sector 21,"north indian, mughlai, chinese",400,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Grub Hub,faridabad,Sector 21,asian,500,Indian Rupees(Rs.),2,0.0,1,Medium,asian
Punjabi Chulha,faridabad,Sector 21,north indian,300,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Purani Dilli Da Swad,faridabad,Sector 21,"street food, fast food",100,Indian Rupees(Rs.),1,0.0,2,Low,street food
The BBQ Garden,faridabad,Sector 21,"north indian, seafood",700,Indian Rupees(Rs.),2,0.0,0,High,north indian
The Chaiwalas,faridabad,Sector 21,cafe,300,Indian Rupees(Rs.),1,0.0,0,Medium,cafe
Funk House Cafe,faridabad,Sector 28,"cafe, italian, salad",650,Indian Rupees(Rs.),2,2.6,15,Medium,cafe
Shiksha Fast Food,faridabad,Sector 28,"fast food, chinese",200,Indian Rupees(Rs.),1,2.9,5,Low,fast food
Hungry Head,faridabad,Sector 28,"street food, fast food",200,Indian Rupees(Rs.),1,0.0,0,Low,street food
Tandoori Hut,faridabad,Sector 28,north indian,400,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Lalit Kathi Rolls Momos,faridabad,Sector 29,fast food,100,Indian Rupees(Rs.),1,3.1,9,Low,fast food
Tamasha In Tafree,faridabad,Sector 29,cafe,600,Indian Rupees(Rs.),2,0.0,3,Medium,cafe
Oh My!,faridabad,Sector 30,"chinese, fast food",300,Indian Rupees(Rs.),1,0.0,2,Medium,chinese
Butter & Grace,faridabad,Sector 31,"north indian, chinese, italian, fast food",700,Indian Rupees(Rs.),2,3.1,7,High,north indian
Green Chick Chop,faridabad,Sector 31,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),1,3.1,9,Medium,raw meats
Snacks Bar,faridabad,Sector 31,chinese,350,Indian Rupees(Rs.),1,2.9,4,Medium,chinese
Ahata,faridabad,Sector 31,north indian,500,Indian Rupees(Rs.),2,0.0,1,Medium,north indian
Fritrolla,faridabad,Sector 31,desserts,300,Indian Rupees(Rs.),1,0.0,0,Medium,desserts
KitchenYard,faridabad,Sector 31,north indian,300,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Meghansh Bakery,faridabad,Sector 31,"bakery, desserts",200,Indian Rupees(Rs.),1,0.0,2,Low,bakery
Oh My !,faridabad,Sector 31,"north indian, chinese",300,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
The Dark Hour - Kitchen,faridabad,Sector 31,italian,350,Indian Rupees(Rs.),1,0.0,1,Medium,italian
Anupama Sweets & Family Restaurant,faridabad,Sector 34,"mithai, north indian, south indian, chinese, fast food",400,Indian Rupees(Rs.),1,2.7,28,Medium,mithai
Shree Rathnam,faridabad,Sector 34,"south indian, north indian, chinese",800,Indian Rupees(Rs.),2,2.7,29,High,south indian
Bikaner Misthan Bhandar,faridabad,Sector 35,"mithai, street food, fast food",150,Indian Rupees(Rs.),1,0.0,0,Low,mithai
King's Kitchen,faridabad,Sector 35,"north indian, mughlai, chinese",400,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
Muradabadi Chicken Biryani Corner,faridabad,Sector 35,mughlai,500,Indian Rupees(Rs.),2,0.0,0,Medium,mughlai
The Black Kettle,faridabad,Sector 35,"fast food, beverages",100,Indian Rupees(Rs.),1,0.0,0,Low,fast food
Desi Tadka,faridabad,Sector 37,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2,3.0,6,Medium,north indian
Destination Live,faridabad,Sector 37,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2,3.3,12,Medium,north indian
Kay's Bake Land,faridabad,Sector 37,"bakery, desserts",150,Indian Rupees(Rs.),1,3.1,19,Low,bakery
Kay's Food Land,faridabad,Sector 37,"bakery, desserts",100,Indian Rupees(Rs.),1,3.1,14,Low,bakery
Laziz Restaurant,faridabad,Sector 37,"north indian, mughlai",600,Indian Rupees(Rs.),2,2.8,11,Medium,north indian
Le Chef Restro Bar,faridabad,Sector 37,"north indian, chinese",1000,Indian Rupees(Rs.),3,2.7,70,High,north indian
Republic of Chicken,faridabad,Sector 37,"raw meats, fast food",400,Indian Rupees(Rs.),1,3.1,18,Medium,raw meats
Tanishka Restaurant & Caterers,faridabad,Sector 37,"north indian, chinese",300,Indian Rupees(Rs.),1,2.9,14,Medium,north indian
The Tandoori Times,faridabad,Sector 37,north indian,500,Indian Rupees(Rs.),2,2.7,48,Medium,north indian
Twist of Italy,faridabad,Sector 37,"chinese, fast food",350,Indian Rupees(Rs.),1,3.6,52,Medium,chinese
Aggarwal Sweets And Caterers,faridabad,Sector 37,"mithai, street food",100,Indian Rupees(Rs.),1,0.0,1,Low,mithai
Biryani Bot,faridabad,Sector 37,biryani,200,Indian Rupees(Rs.),1,0.0,0,Low,biryani
Cafí© Kitchen,faridabad,Sector 37,"north indian, chinese",300,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Evergreen Sweets & Restaurant,faridabad,Sector 37,"north indian, south indian, chinese, fast food",400,Indian Rupees(Rs.),1,0.0,2,Medium,north indian
Magic Spice Wok,faridabad,Sector 37,"chinese, fast food",300,Indian Rupees(Rs.),1,0.0,0,Medium,chinese
Magical Momos,faridabad,Sector 37,chinese,350,Indian Rupees(Rs.),1,0.0,0,Medium,chinese
Sam's Bake Shop,faridabad,Sector 37,"bakery, fast food",200,Indian Rupees(Rs.),1,0.0,1,Low,bakery
Shri Bikaner Misthan Bhandar,faridabad,Sector 37,"mithai, street food",100,Indian Rupees(Rs.),1,0.0,0,Low,mithai
Tasty Dhaba Family Restaurant,faridabad,Sector 37,"north indian, mughlai",400,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
U & I,faridabad,Sector 37,"north indian, chinese",500,Indian Rupees(Rs.),2,0.0,0,Medium,north indian
Cravings,faridabad,Sector 41,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2,3.0,4,Medium,north indian
Evergreen Tandoori Night,faridabad,Sector 41,north indian,550,Indian Rupees(Rs.),2,0.0,3,Medium,north indian
Prelibato,faridabad,Sector 41,"italian, north indian",400,Indian Rupees(Rs.),1,0.0,0,Medium,italian
Aravali Owls,faridabad,Sector 42,"north indian, chinese",600,Indian Rupees(Rs.),2,0.0,0,Medium,north indian
Chicken Inn Family Meat Shop,faridabad,Sector 42,"raw meats, fast food",300,Indian Rupees(Rs.),1,0.0,1,Medium,raw meats
Mother's Kitchen,faridabad,Sector 42,"north indian, chinese",300,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Domino's Pizza,faridabad,Sector 43,"pizza, fast food",700,Indian Rupees(Rs.),2,2.9,10,High,pizza
Green Chick Chop,faridabad,Sector 43,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),1,3.1,5,Medium,raw meats
Punjabi Culture,faridabad,Sector 43,"north indian, mughlai",500,Indian Rupees(Rs.),2,2.9,4,Medium,north indian
Three Olives,faridabad,Sector 43,"italian, fast food",550,Indian Rupees(Rs.),2,2.9,4,Medium,italian
Aggarwal's Bikaner Mishthan Bhandar,faridabad,Sector 43,"mithai, south indian, chinese, street food",100,Indian Rupees(Rs.),1,0.0,0,Low,mithai
Aravalli Owls,faridabad,Sector 43,"north indian, chinese, mughlai",400,Indian Rupees(Rs.),1,0.0,0,Medium,north indian
Chatny Delight,faridabad,Sector 43,fast food,100,Indian Rupees(Rs.),1,0.0,1,Low,fast food
Harmann Restaurant,faridabad,Sector 43,"north indian, south indian, chinese",350,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Kulcha King,faridabad,Sector 43,north indian,100,Indian Rupees(Rs.),1,0.0,2,Low,north indian
Royal Bakers,faridabad,Sector 43,bakery,200,Indian Rupees(Rs.),1,0.0,0,Low,bakery
Touch of Spice,faridabad,Sector 43,"chinese, north indian",600,Indian Rupees(Rs.),2,0.0,0,Medium,chinese
Hunger Cure,faridabad,Sector 46,"fast food, chinese",700,Indian Rupees(Rs.),2,3.2,47,High,fast food
Sanjha Chulha,faridabad,Sector 46,"north indian, mughlai",700,Indian Rupees(Rs.),2,2.5,79,High,north indian
Queens Cakes,faridabad,Sector 46,bakery,200,Indian Rupees(Rs.),1,3.5,29,Low,bakery
Sri Meenakshi South Indian Food,faridabad,Sector 46,south indian,250,Indian Rupees(Rs.),1,0.0,1,Low,south indian
Sardar A Pure Meat Shop,faridabad,Sector 49,"raw meats, fast food, north indian",150,Indian Rupees(Rs.),1,0.0,0,Low,raw meats
Invitation Restaurant,faridabad,Sector 7,"north indian, south indian, chinese, fast food",500,Indian Rupees(Rs.),2,2.7,17,Medium,north indian
Kaushik Bakery,faridabad,Sector 7,bakery,200,Indian Rupees(Rs.),1,3.0,9,Low,bakery
Rama Vaishnav Bhojnalaya,faridabad,Sector 7,"north indian, chinese",250,Indian Rupees(Rs.),1,3.0,7,Low,north indian
Shiv Saras Vyanjan,faridabad,Sector 7,mithai,100,Indian Rupees(Rs.),1,2.9,5,Low,mithai
Shree Bikaner Misthan Bhandar,faridabad,Sector 7,"mithai, bakery, street food, chinese, south indian",300,Indian Rupees(Rs.),1,3.0,8,Medium,mithai
Shree Bikaner Misthan Bhandar,faridabad,Sector 7,"mithai, street food",150,Indian Rupees(Rs.),1,3.1,15,Low,mithai
Standard Family Restaurant,faridabad,Sector 7,north indian,450,Indian Rupees(Rs.),1,2.9,16,Medium,north indian
The Hunger End,faridabad,Sector 7,"north indian, chinese",500,Indian Rupees(Rs.),2,3.0,4,Medium,north indian
Pizza Express,faridabad,Sector 7,"pizza, fast food",400,Indian Rupees(Rs.),1,0.0,1,Medium,pizza
Anupam Sweets & Restaurant,faridabad,Sector 86,"north indian, chinese, fast food",450,Indian Rupees(Rs.),1,3.0,10,Medium,north indian
Caramel,faridabad,Sector 86,"north indian, chinese, continental",600,Indian Rupees(Rs.),2,2.9,9,Medium,north indian
Chaska Restaurant,faridabad,Sector 86,"north indian, chinese",650,Indian Rupees(Rs.),2,3.2,24,Medium,north indian
Club Pizzeria,faridabad,Sector 86,pizza,550,Indian Rupees(Rs.),2,3.4,19,Medium,pizza
Gupha,faridabad,Sector 86,"north indian, chinese",500,Indian Rupees(Rs.),2,2.9,8,Medium,north indian
Indian Gourmet,faridabad,Sector 86,"north indian, chinese, raw meats",450,Indian Rupees(Rs.),1,3.0,8,Medium,north indian
Tandoori Zaaika's,faridabad,Sector 86,"north indian, chinese",500,Indian Rupees(Rs.),2,3.2,39,Medium,north indian
TCD Cake & Bake,faridabad,Sector 86,"bakery, fast food",300,Indian Rupees(Rs.),1,3.1,10,Medium,bakery
The Grill Darbar,faridabad,Sector 86,"north indian, mughlai, chinese",500,Indian Rupees(Rs.),2,3.3,17,Medium,north indian
Urban Cuisine,faridabad,Sector 86,"north indian, chinese, mughlai",500,Indian Rupees(Rs.),2,3.4,37,Medium,north indian
Mister Mughal,faridabad,Sector 86,mughlai,600,Indian Rupees(Rs.),2,3.5,33,Medium,mughlai
The Hub,faridabad,Sector 9,"bakery, fast food",200,Indian Rupees(Rs.),1,3.1,9,Low,bakery
Bake Your Dreamz,faridabad,Sector 9,"bakery, desserts",800,Indian Rupees(Rs.),2,0.0,3,High,bakery
Green Chilly Chinese Food,faridabad,Sector 9,chinese,300,Indian Rupees(Rs.),1,0.0,2,Medium,chinese
Mom's Kitchen,faridabad,Sector 9,north indian,450,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
The Baking Treats N More,faridabad,Sector 9,bakery,300,Indian Rupees(Rs.),1,0.0,0,Medium,bakery
Twin Brothers,faridabad,"SRS Mall, Sector 12, Faridabad",fast food,150,Indian Rupees(Rs.),1,0.0,0,Low,fast food
Aggarwal Sweets Centre,faridabad,Suraj Kund,"mithai, street food, chinese",100,Indian Rupees(Rs.),1,2.9,4,Low,mithai
Bawarchi,faridabad,Suraj Kund,"north indian, chinese, mughlai",550,Indian Rupees(Rs.),2,3.0,14,Medium,north indian
D ART of Flavour,faridabad,Suraj Kund,"north indian, chinese",500,Indian Rupees(Rs.),2,2.8,13,Medium,north indian
Italia Cafe by Aura,faridabad,Suraj Kund,"fast food, beverages",400,Indian Rupees(Rs.),1,2.8,5,Medium,fast food
Pizza Street,faridabad,Suraj Kund,"fast food, pizza",550,Indian Rupees(Rs.),2,2.6,12,Medium,fast food
Rock Cafe,faridabad,Suraj Kund,"north indian, chinese, south indian",550,Indian Rupees(Rs.),2,3.0,8,Medium,north indian
Sardaar Ji Chaap & Rolls,faridabad,Suraj Kund,north indian,300,Indian Rupees(Rs.),1,3.1,7,Medium,north indian
Spice Wok,faridabad,Suraj Kund,"north indian, chinese",600,Indian Rupees(Rs.),2,3.1,18,Medium,north indian
Vrindavan Sweets & Restaurant,faridabad,Suraj Kund,"north indian, chinese, south indian, fast food",350,Indian Rupees(Rs.),1,3.0,22,Medium,north indian
Yummy Cake,faridabad,Suraj Kund,bakery,400,Indian Rupees(Rs.),1,3.0,4,Medium,bakery
Bikaner Sweets & Bakers,faridabad,Suraj Kund,"mithai, street food",100,Indian Rupees(Rs.),1,0.0,0,Low,mithai
Burger Xpress,faridabad,Suraj Kund,"fast food, chinese, burger",300,Indian Rupees(Rs.),1,0.0,0,Medium,fast food
Da Pizza Zone,faridabad,Suraj Kund,italian,500,Indian Rupees(Rs.),2,0.0,0,Medium,italian
Finger Licious,faridabad,Suraj Kund,fast food,300,Indian Rupees(Rs.),1,0.0,0,Medium,fast food
Med E Taste,faridabad,Suraj Kund,mediterranean,500,Indian Rupees(Rs.),2,0.0,3,Medium,mediterranean
Punjabii Tandoor,faridabad,Suraj Kund,"north indian, mughlai",500,Indian Rupees(Rs.),2,0.0,3,Medium,north indian
Shankar Sweets,faridabad,Suraj Kund,"mithai, street food",100,Indian Rupees(Rs.),1,0.0,0,Low,mithai
Tasty Bites,faridabad,Suraj Kund,"south indian, chinese, north indian",200,Indian Rupees(Rs.),1,0.0,2,Low,south indian
The Street- Curries & Grills,faridabad,Suraj Kund,"north indian, mughlai, continental",600,Indian Rupees(Rs.),2,0.0,1,Medium,north indian
Bakers Delight - The Atrium,faridabad,"The Atrium, Suraj Kund","bakery, desserts",700,Indian Rupees(Rs.),2,3.0,10,High,bakery
On The Rocks - The  Atrium,faridabad,"The Atrium, Suraj Kund",finger food,1400,Indian Rupees(Rs.),3,3.1,18,High,finger food
World Cafe - Vibe by The LaLiT Traveller,faridabad,"Vibe by The LaLit Traveller, Mathura Road","north indian, continental, chinese",1900,Indian Rupees(Rs.),3,3.3,56,High,north indian
Chaudhary Ke Mashhoor Paranthe,ghaziabad,Indirapuram,north indian,150,Indian Rupees(Rs.),1,2.8,14,Low,north indian
Thakur Bakers,ghaziabad,Indirapuram,bakery,150,Indian Rupees(Rs.),1,3.0,6,Low,bakery
FoodByMom,ghaziabad,Indirapuram,north indian,300,Indian Rupees(Rs.),1,3.6,161,Medium,north indian
Mr. Brown,ghaziabad,Indirapuram,"fast food, cafe, desserts, bakery",500,Indian Rupees(Rs.),2,3.9,52,Medium,fast food
Mitalis Kitchen,ghaziabad,Indirapuram,north indian,350,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
The Big Scoop,ghaziabad,Kaushambi,ice cream,250,Indian Rupees(Rs.),1,0.0,0,Low,ice cream
9 Mars Lounge,ghaziabad,"Shipra Mall, Indirapuram","north indian, chinese",2500,Indian Rupees(Rs.),4,2.5,184,High,north indian
Barista,ghaziabad,"Shipra Mall, Indirapuram",cafe,650,Indian Rupees(Rs.),2,3.4,33,Medium,cafe
Baskin Robbins,ghaziabad,"Shipra Mall, Indirapuram",ice cream,300,Indian Rupees(Rs.),1,3.3,27,Medium,ice cream
Burger King,ghaziabad,"Shipra Mall, Indirapuram","burger, fast food",500,Indian Rupees(Rs.),2,3.4,327,Medium,burger
Cafe Coffee Day,ghaziabad,"Shipra Mall, Indirapuram",cafe,450,Indian Rupees(Rs.),1,3.2,63,Medium,cafe
Chinese X'Press,ghaziabad,"Shipra Mall, Indirapuram",chinese,600,Indian Rupees(Rs.),2,2.9,16,Medium,chinese
Cinch,ghaziabad,"Shipra Mall, Indirapuram","north indian, chinese, continental",1500,Indian Rupees(Rs.),3,2.6,92,High,north indian
Costa Coffee,ghaziabad,"Shipra Mall, Indirapuram",cafe,600,Indian Rupees(Rs.),2,3.3,60,Medium,cafe
Domino's Pizza,ghaziabad,"Shipra Mall, Indirapuram","pizza, fast food",700,Indian Rupees(Rs.),2,3.2,17,High,pizza
Dosa X'press,ghaziabad,"Shipra Mall, Indirapuram",south indian,500,Indian Rupees(Rs.),2,3.0,6,Medium,south indian
Kebab Xpress,ghaziabad,"Shipra Mall, Indirapuram","north indian, mughlai",600,Indian Rupees(Rs.),2,2.7,14,Medium,north indian
Let's Noodle,ghaziabad,"Shipra Mall, Indirapuram",chinese,700,Indian Rupees(Rs.),2,2.6,181,High,chinese
McDonald's,ghaziabad,"Shipra Mall, Indirapuram","fast food, burger",500,Indian Rupees(Rs.),2,3.3,150,Medium,fast food
Mx Corn,ghaziabad,"Shipra Mall, Indirapuram",fast food,100,Indian Rupees(Rs.),1,3.1,7,Low,fast food
Dunkin' Donuts,ghaziabad,"Shipra Mall, Indirapuram","burger, desserts, fast food",600,Indian Rupees(Rs.),2,3.6,252,Medium,burger
Haldiram's,ghaziabad,"Shipra Mall, Indirapuram","north indian, south indian, chinese, street food, fast food, mithai, desserts",600,Indian Rupees(Rs.),2,3.6,187,Medium,north indian
Pind Balluchi,ghaziabad,"Shipra Mall, Indirapuram","north indian, mughlai",1000,Indian Rupees(Rs.),3,1.8,322,High,north indian
Maini Restaurant,ghaziabad,Surya Nagar,"north indian, fast food",400,Indian Rupees(Rs.),1,3.3,114,Medium,north indian
The Dosa King,ghaziabad,Surya Nagar,"south indian, north indian, chinese",550,Indian Rupees(Rs.),2,3.2,80,Medium,south indian
Baba Au Rhum,goa,Anjuna,"italian, french, cafe",800,Indian Rupees(Rs.),3,4.5,280,High,italian
Burger Factory,goa,Anjuna,fast food,1100,Indian Rupees(Rs.),4,4.8,415,High,fast food
Club Cubana,goa,Anjuna,finger food,2000,Indian Rupees(Rs.),4,4.4,646,High,finger food
Curlies,goa,"Anjuna Beach, Anjuna","continental, north indian, italian, seafood, goan",1500,Indian Rupees(Rs.),4,3.5,1681,High,continental
La Plage,goa,Arambol,"seafood, french",800,Indian Rupees(Rs.),3,4.6,302,High,seafood
St. Anthony's,goa,Baga,"north indian, chinese, continental, goan, seafood",1100,Indian Rupees(Rs.),4,3.8,911,High,north indian
Britto's Bar & Restaurant,goa,Baga,"north indian, continental, chinese, seafood",1400,Indian Rupees(Rs.),4,4.3,2191,High,north indian
Fat Fish,goa,Baga,"north indian, continental, goan",1000,Indian Rupees(Rs.),4,4.2,856,High,north indian
Martin's Corner,goa,Betalbatim,"goan, seafood, chinese, north indian",1600,Indian Rupees(Rs.),4,4.4,1115,High,goan
Infantaria,goa,Calangute,"italian, continental, goan",800,Indian Rupees(Rs.),3,3.7,1221,High,italian
Souza Lobo,goa,"Calangute Beach, Calangute","north indian, continental, goan",1300,Indian Rupees(Rs.),4,4.3,918,High,north indian
Fisherman's Cove,goa,Candolim,"goan, north indian, chinese",700,Indian Rupees(Rs.),3,3.8,601,High,goan
Calamari,goa,Candolim,"goan, seafood, chinese",800,Indian Rupees(Rs.),3,4.2,414,High,goan
The Fisherman's Wharf,goa,Cavelossim,"continental, goan, seafood, north indian",1100,Indian Rupees(Rs.),4,4.6,555,High,continental
LPK Waterfront,goa,Nerul,finger food,1500,Indian Rupees(Rs.),4,3.7,516,High,finger food
Ritz Classic,goa,Panaji,"goan, seafood, north indian",600,Indian Rupees(Rs.),3,4.5,840,Medium,goan
The Black Sheep Bistro,goa,Panaji,"seafood, continental, european, german",1500,Indian Rupees(Rs.),4,4.7,681,High,seafood
Cafe Al Fresco by Cantina Bodega,goa,Panaji,cafe,800,Indian Rupees(Rs.),3,4.3,265,High,cafe
The Fisherman's Wharf,goa,Panaji,"continental, goan, seafood, north indian",1100,Indian Rupees(Rs.),4,4.4,323,High,continental
Antares,goa,Vagator,seafood,2000,Indian Rupees(Rs.),4,4.2,367,High,seafood
K Lab,gurgaon," ILD Trade Centre Mall, Sohna Road","cafe, beverages",350,Indian Rupees(Rs.),1,3.4,16,Medium,cafe
Pind Balluchi,gurgaon," ILD Trade Centre Mall, Sohna Road","north indian, mughlai",800,Indian Rupees(Rs.),2,2.7,80,High,north indian
Punjab Grill,gurgaon,"Ambience Mall, Gurgaon","north indian, mughlai",2000,Indian Rupees(Rs.),4,4.3,1887,High,north indian
Zambar,gurgaon,"Ambience Mall, Gurgaon","south indian, seafood, kerala",1400,Indian Rupees(Rs.),3,4.0,802,High,south indian
Cakes & More,gurgaon,"Ansal Plaza Mall, Palam Vihar",bakery,250,Indian Rupees(Rs.),1,3.0,4,Low,bakery
Kwality Wall's Swirl's,gurgaon,"Ansal Plaza Mall, Palam Vihar",ice cream,200,Indian Rupees(Rs.),1,3.0,5,Low,ice cream
Yo! Dimsum,gurgaon,"Ansal Plaza Mall, Palam Vihar",chinese,200,Indian Rupees(Rs.),1,3.0,10,Low,chinese
Mx Corn,gurgaon,"Ansal Plaza Mall, Palam Vihar",fast food,100,Indian Rupees(Rs.),1,0.0,2,Low,fast food
Red,gurgaon,Ardee City,"japanese, thai, chinese",1200,Indian Rupees(Rs.),3,3.0,57,High,japanese
Rocketchefs,gurgaon,Ardee City,"pizza, desserts",500,Indian Rupees(Rs.),2,3.1,4,Medium,pizza
The Fresh Chicken Store,gurgaon,Ardee City,"raw meats, fast food",350,Indian Rupees(Rs.),1,2.9,4,Medium,raw meats
Achoos Food Corner,gurgaon,Ardee City,"south indian, chinese, mughlai",450,Indian Rupees(Rs.),1,0.0,0,Medium,south indian
